Month,Region,Product_Category,Product_Name,Product_Sub_Category,SKU,Quantity,Volume
may23,Accra,Milk Products,qty_CBSweetmilk14G,Pwd Milk,14,,18732
may23,Accra,Milk Products,qty_CBSweetmilk5G,Pwd Milk,5,,2125
may23,Accra,Milk Products,qty_Cowbell12GSht,Pwd Milk,12,1132.0,74112
may23,Accra,Milk Products,qty_Cowbell23G,Pwd Milk,23,3161.0,207207
may23,Accra,Milk Products,qty_Cowbell360GSht,Pwd Milk,360,,27720
may23,Accra,Milk Products,qty_Cowbell400GTin,Pwd Milk,400,20.0,42400
may23,Accra,Milk Products,qty_Cowbell400GTinForeign,Pwd Milk,400,5.0,2000
may23,Accra,Milk Products,qty_Cowbell5G,Pwd Milk,5,,1620
may23,Accra,Milk Products,qty_Miksi10GSht,Pwd Milk,10,9.0,14940
may23,Accra,Milk Products,qty_Miksi20G,Pwd Milk,20,48.0,14000
may23,Accra,Milk Products,qty_Miksi23GSht,Pwd Milk,23,15.0,18147
may23,Accra,Milk Products,qty_Miksi355GSht,Pwd Milk,355,,8520
may23,Accra,Milk Products,qty_Miksi400GTin,Pwd Milk,400,,5200
may23,Accra,Milk Products,qty_Miksi5G,Pwd Milk,5,10.0,380
may23,Accra,Milk Products,qty_Idealdairydelight26G,Pwd Milk,26,394.0,213642
may23,Accra,Milk Products,qty_DanoCoolCow12gsht,Pwd Milk,12,108.0,33360
may23,Accra,Milk Products,qty_DanoCoolCow23GSht,Pwd Milk,23,86.0,14835
may23,Accra,Milk Products,qty_DanoCoolCow360GSht,Pwd Milk,360,,18720
may23,Accra,Milk Products,qty_DanoCoolCow400GTin,Pwd Milk,400,,14800
may23,Accra,Milk Products,qty_danohyemema13gsht,Pwd Milk,13,373.0,49725
may23,Accra,Milk Products,qty_NidoEssentia23G,Pwd Milk,23,2571.0,523434
may23,Accra,Milk Products,qty_NidoEssentia365GSht,Pwd Milk,365,,262435
may23,Accra,Milk Products,qty_NidoEssentiaNPak14G,Pwd Milk,14,1888.0,312256
may23,Accra,Milk Products,qty_Nidofortified400GTin,Pwd Milk,400,12.0,59600
may23,Accra,Milk Products,qty_NidoPlusOne400GTin,Pwd Milk,400,15.0,86800
may23,Accra,Milk Products,qty_threecrowns12g,Pwd Milk,12,196.0,3708
may23,Accra,Milk Products,qty_ABCNonDairyCreamer20GSht,NDC Pwd,20,848.0,43400
may23,Accra,Milk Products,qty_Atona1KGSht,NDC Pwd,1000,2.0,2000
may23,Accra,Milk Products,qty_Atona20G,NDC Pwd,20,1671.0,38140
may23,Accra,Milk Products,qty_Atona250GSht,NDC Pwd,250,4.0,1000
may23,Accra,Milk Products,qty_Atona40G,NDC Pwd,40,683.0,27680
may23,Accra,Milk Products,qty_BalonaNonDairy20g,NDC Pwd,20,779.0,186560
may23,Accra,Milk Products,qty_BalonaNonDiary250g,NDC Pwd,250,,80500
may23,Accra,Milk Products,qty_BalonaNonDiary35g,NDC Pwd,35,357.0,38885
may23,Accra,Milk Products,qty_BestWayNonDairyCreamer20GSht,NDC Pwd,20,,5900
may23,Accra,Milk Products,qty_easynondairy20gsht,NDC Pwd,20,8.0,8040
may23,Accra,Milk Products,qty_easynondairy250gsht,NDC Pwd,250,,138750
may23,Accra,Milk Products,qty_EnaPaNonDairy20G,NDC Pwd,20,553.0,15180
may23,Accra,Milk Products,qty_EnaPaNonDairy250GSht,NDC Pwd,250,,15250
may23,Accra,Milk Products,qty_EnaPaNonDairy40GSht,NDC Pwd,40,10.0,400
may23,Accra,Milk Products,qty_GinnyMilkCreamer20GSht,NDC Pwd,20,,15240
may23,Accra,Milk Products,qty_GoldenNonDairyCreamer20GSht,NDC Pwd,20,,6880
may23,Accra,Milk Products,qty_HaanoNonDairyCreamer20GSht,NDC Pwd,20,,2020
may23,Accra,Milk Products,qty_HaanoNonDairyCreamer250GSht,NDC Pwd,250,,750
may23,Accra,Milk Products,qty_HeavenNonDairy20G,NDC Pwd,20,,460
may23,Accra,Milk Products,qty_HnHNondairycreamer17G,NDC Pwd,17,290.0,36839
may23,Accra,Milk Products,qty_HnHNondairycreamer1KG,NDC Pwd,1000,,5000
may23,Accra,Milk Products,qty_HnHNondairycreamer250G,NDC Pwd,250,,200750
may23,Accra,Milk Products,qty_HnHNondairycreamer40G,NDC Pwd,40,10.0,400
may23,Accra,Milk Products,qty_kivogoodtimenondairycreamer20g,NDC Pwd,20,577.0,55660
may23,Accra,Milk Products,qty_KremelaNonDairy10GSht,NDC Pwd,10,312.0,80450
may23,Accra,Milk Products,qty_KremelaNonDairy20GSht,NDC Pwd,20,667.0,245520
may23,Accra,Milk Products,qty_KremelaNonDairy250GSht,NDC Pwd,250,,271250
may23,Accra,Milk Products,qty_KremelaNonDairy40gSht,NDC Pwd,40,168.0,15920
may23,Accra,Milk Products,qty_LadyNonDairy20GSht,NDC Pwd,20,,17100
may23,Accra,Milk Products,qty_LadyNondairyCreamer250g,NDC Pwd,250,,10000
may23,Accra,Milk Products,qty_MahiNonDairyCreamer15GSht,NDC Pwd,15,,135
may23,Accra,Milk Products,qty_MedasNonDairyCreamer20GSht,NDC Pwd,20,83.0,2080
may23,Accra,Milk Products,qty_MedasNonDairyCreamer35GSht,NDC Pwd,35,,630
may23,Accra,Milk Products,qty_Milgro400GTin,NDC Pwd,400,3.0,1200
may23,Accra,Milk Products,qty_MyLoveNonDairyCreamer20GSht,NDC Pwd,20,10.0,1840
may23,Accra,Milk Products,qty_OhemaaNondairy40g,NDC Pwd,40,40.0,1600
may23,Accra,Milk Products,qty_OhemaNondairy20g,NDC Pwd,20,8.0,3480
may23,Accra,Milk Products,qty_OhemaNondiary15g,NDC Pwd,15,54.0,3765
may23,Accra,Milk Products,qty_OhemaNondiary250g,NDC Pwd,250,,23750
may23,Accra,Milk Products,qty_Peak20G,NDC Pwd,20,,18060
may23,Accra,Milk Products,qty_Peak400GSht,NDC Pwd,400,,800
may23,Accra,Milk Products,qty_Peak400GTin,NDC Pwd,400,2.0,2000
may23,Accra,Milk Products,qty_RemieNonDairy20GSht,NDC Pwd,20,,1640
may23,Accra,Milk Products,qty_TopNonDairyCreamer20GSht,NDC Pwd,20,538.0,30900
may23,Accra,Beverage Products,qty_BalonaChocolate35GSht,Cocoa,35,24.0,9415
may23,Accra,Beverage Products,qty_CadburyHotChocodrink30G,Cocoa,30,1467.0,137520
may23,Accra,Beverage Products,qty_Chocolim1KgSht,Cocoa,1000,,279000
may23,Accra,Beverage Products,qty_Chocolim20g,Cocoa,20,15.0,300
may23,Accra,Beverage Products,qty_Chocolim500GSht,Cocoa,500,21.0,366500
may23,Accra,Beverage Products,qty_CBChocomalt40G,Cocoa,40,461.0,92320
may23,Accra,Beverage Products,qty_DanoChoco40g,Cocoa,40,15.0,23760
may23,Accra,Beverage Products,qty_HnHChocolate40GSht,Cocoa,40,,680
may23,Accra,Beverage Products,qty_HnHChocolateDrink17GSht,Cocoa,17,,69751
may23,Accra,Beverage Products,qty_Idealmilkychoco37gsht,Cocoa,37,315.0,53243
may23,Accra,Beverage Products,qty_MiksiChoco40G,Cocoa,40,2025.0,734480
may23,Accra,Beverage Products,qty_Milo200GSht,Cocoa,200,,0
may23,Accra,Beverage Products,qty_Milo20G,Cocoa,20,3172.0,660500
may23,Accra,Beverage Products,qty_Milo400GSht,Cocoa,400,10.0,212800
may23,Accra,Beverage Products,qty_Milo400GTin,Cocoa,400,132.0,1387200
may23,Accra,Beverage Products,qty_Milo800GSht,Cocoa,800,,364000
may23,Accra,Beverage Products,qty_Milo80GSht,Cocoa,80,10.0,800
may23,Accra,Beverage Products,qty_MiloAllIn1NutriMix1KGSht,Cocoa,1000,10.0,26000
may23,Accra,Beverage Products,qty_MiloAllIn1NutriMix37GSht,Cocoa,37,3157.0,979760
may23,Accra,Beverage Products,qty_NyaiMegaFreshChocolateDrink35G,Cocoa,35,,0
may23,Accra,Beverage Products,qty_OmegaChocolateMix40GSht,Cocoa,40,112.0,154480
may23,Accra,Beverage Products,qty_Ovaltine18G,Cocoa,18,10.0,1476
may23,Accra,Beverage Products,qty_Ovaltine400GTin,Cocoa,400,,1200
may23,Accra,Beverage Products,qty_Ovaltine900GTin,Cocoa,900,,10800
may23,Accra,Beverage Products,qty_PeakChoco25G,Cocoa,25,,4025
may23,Accra,Beverage Products,qty_Richoco1KgSht,Cocoa,1000,,15000
may23,Accra,Beverage Products,qty_Richoco20G,Cocoa,20,852.0,105560
may23,Accra,Beverage Products,qty_Richoco500GSht,Cocoa,500,4.0,40500
may23,Accra,Beverage Products,qty_ThisWayChocolatedrink40G,Cocoa,40,2538.0,650520
may23,Accra,Beverage Products,qty_TopChoco40g,Cocoa,40,69.0,10440
may23,Accra,Beverage Products,qty_BalonaCoffee35GSht,Coffee,35,,280
may23,Accra,Beverage Products,qty_CBCoffee35G,Coffee,35,3416.0,927080
may23,Accra,Beverage Products,qty_CBCoffee400GTin,Coffee,400,10.0,6000
may23,Accra,Beverage Products,qty_DanoCoffee40GSht,Coffee,40,10.0,15880
may23,Accra,Beverage Products,qty_IdealmilkyCoffee37gsht,Coffee,37,15.0,4181
may23,Accra,Beverage Products,qty_MiksiCoffee40G,Coffee,40,247.0,139240
may23,Accra,Beverage Products,qty_NescafeOriginal3in140G,Coffee,40,1665.0,280200
may23,Accra,Beverage Products,qty_NescafeSweetCreamy30GSht,Coffee,30,170.0,28200
may23,Accra,Beverage Products,qty_SyycafeCoffee36GSht,Coffee,36,,1440
may23,Accra,Beverage Products,qty_BalonaAnyFlavour20GSht,Flavours,20,,7120
may23,Accra,Beverage Products,qty_BalonaStrawberry35GSht,Flavours,35,,1225
may23,Accra,Beverage Products,qty_CBBanana40G,Flavours,40,207.0,49200
may23,Accra,Beverage Products,qty_CBCoconut40G,Flavours,40,14.0,20120
may23,Accra,Beverage Products,qty_CBStrawberry35G,Flavours,35,1788.0,151445
may23,Accra,Beverage Products,qty_CBStrawberry40G,Flavours,40,20.0,131320
may23,Accra,Beverage Products,qty_CBMocha40G,Flavours,40,585.0,66480
may23,Accra,Beverage Products,qty_DanoStrawberry18G,Flavours,18,,1746
may23,Accra,Beverage Products,qty_DanoStrawberry40g,Flavours,40,10.0,1760
may23,Accra,Cereals Products,qty_As3Cereal40GSht,Cereals Products,40,,0
may23,Accra,Cereals Products,qty_BingoCornPops40G,Cereals Products,40,,24200
may23,Accra,Cereals Products,qty_BriggenCornFlakes375G,Cereals Products,375,,375
may23,Accra,Cereals Products,qty_BriggenCornFlakes500G,Cereals Products,500,,46000
may23,Accra,Cereals Products,qty_CerelacBiscuity50GSht,Cereals Products,50,422.0,43800
may23,Accra,Cereals Products,qty_CerelacHoney400GTin,Cereals Products,400,,1600
may23,Accra,Cereals Products,qty_CerelacHoney50GSht,Cereals Products,50,30.0,2450
may23,Accra,Cereals Products,qty_CerelacMaize400GTin,Cereals Products,400,34.0,116000
may23,Accra,Cereals Products,qty_CerelacMaize50G,Cereals Products,50,2031.0,449550
may23,Accra,Cereals Products,qty_CerelacMillet400GTin,Cereals Products,400,,32800
may23,Accra,Cereals Products,qty_CerelacMillet50G,Cereals Products,50,228.0,121800
may23,Accra,Cereals Products,qty_CerelacRice400GTin,Cereals Products,400,,85200
may23,Accra,Cereals Products,qty_CerelacRice50G,Cereals Products,50,1708.0,410700
may23,Accra,Cereals Products,qty_CerelacWheat350GSht,Cereals Products,350,,18550
may23,Accra,Cereals Products,qty_CerelacWheat400GTin,Cereals Products,400,17.0,274800
may23,Accra,Cereals Products,qty_CerelacWheat50GSht,Cereals Products,50,2260.0,790400
may23,Accra,Cereals Products,qty_CerelacYummyfruits400GTin,Cereals Products,400,2.0,5200
may23,Accra,Cereals Products,qty_CerelacYummyfruits50GSht,Cereals Products,50,344.0,79650
may23,Accra,Cereals Products,qty_InfinityCornFlakes40G,Cereals Products,40,315.0,12600
may23,Accra,Cereals Products,qty_KelloggsAllBran750G,Cereals Products,750,,38250
may23,Accra,Cereals Products,qty_KelloggsCocoPops32G,Cereals Products,32,846.0,72032
may23,Accra,Cereals Products,qty_KelloggsCornFlakes32G,Cereals Products,32,448.0,36288
may23,Accra,Cereals Products,qty_KelloggsMoonsandStars28G,Cereals Products,28,72.0,4228
may23,Accra,Cereals Products,qty_KelloggsRiceKrispies500G,Cereals Products,500,,27500
may23,Accra,Cereals Products,qty_MrKannyCornFlakes500g,Cereals Products,500,,17000
may23,Accra,Cereals Products,qty_TomvitaMaize100GSht,Cereals Products,100,,38600
may23,Accra,Cereals Products,qty_TomvitaMaize200GSht,Cereals Products,200,,0
may23,Accra,Cereals Products,qty_YumVitaRice50gSht,Cereals Products,50,1151.0,283100
may23,Accra,Cereals Products,qty_YumVitaWheat350gSht,Cereals Products,350,6.0,26600
may23,Accra,Cereals Products,qty_YumVitaWheat400gTin,Cereals Products,400,,60800
may23,Accra,Cereals Products,qty_YumVitaWheat50gSht,Cereals Products,50,1587.0,571050
may23,Accra,Cereals Products,qty_YumVitaWheatCorn350gSht,Cereals Products,350,,700
may23,Accra,Cereals Products,qty_YumVitaWheatCorn400gTin,Cereals Products,400,,19200
may23,Accra,Cereals Products,qty_YumVitaWheatCorn50gSht,Cereals Products,50,1035.0,319800
may23,Accra,Food Enhancer Products,qty_FrytolTab10G,Tablet,10,96.0,4210
may23,Accra,Food Enhancer Products,qty_GinoShrimppepperTab10G,Tablet,10,,80
may23,Accra,Food Enhancer Products,qty_GinoShrimpspiceTab10G,Tablet,10,,840
may23,Accra,Food Enhancer Products,qty_GinoShrimpTab10G,Tablet,10,64.0,4220
may23,Accra,Food Enhancer Products,qty_MaggiShrimpstarorCube4G,Tablet,4,30.0,2800
may23,Accra,Food Enhancer Products,qty_MaggiChickenTab10G,Tablet,10,1990.0,25070
may23,Accra,Food Enhancer Products,qty_MaggiDedeedeTab10G,Tablet,10,680.0,147080
may23,Accra,Food Enhancer Products,qty_MaggiOnionTab10G,Tablet,10,,620
may23,Accra,Food Enhancer Products,qty_MaggiShrimpTab10G,Tablet,10,4716.0,524810
may23,Accra,Food Enhancer Products,qty_MrChefshrimptab12g,Tablet,12,,45252
may23,Accra,Food Enhancer Products,qty_OngaBeefTab11G,Tablet,11,84.0,1529
may23,Accra,Food Enhancer Products,qty_OngaChickenTab11G,Tablet,11,705.0,9251
may23,Accra,Food Enhancer Products,qty_OngaShrimpTab11G,Tablet,11,6399.0,483670
may23,Accra,Food Enhancer Products,qty_OngaStewTab11G,Tablet,11,80.0,4345
may23,Accra,Food Enhancer Products,qty_AdjaSeasoningPwd15G,Powder,15,59.0,32415
may23,Accra,Food Enhancer Products,qty_AdjaSeasoningPwd75G,Powder,75,67.0,59325
may23,Accra,Food Enhancer Products,qty_AniseShrimpSeasoningMixPwd10G,Powder,10,165.0,2090
may23,Accra,Food Enhancer Products,qty_AromateSpices10G,Powder,10,291.0,2990
may23,Accra,Food Enhancer Products,qty_ayekoobeefseasoningpwd10g,Powder,10,267.0,6770
may23,Accra,Food Enhancer Products,qty_ayekoochickenseasoningpwd10g,Powder,10,676.0,12620
may23,Accra,Food Enhancer Products,qty_ayekoojollofseasoningpwd10g,Powder,10,514.0,17940
may23,Accra,Food Enhancer Products,qty_ayekoostewseasoningpwd10g,Powder,10,656.0,19530
may23,Accra,Food Enhancer Products,qty_BeniGingerNGarlicSeasoningPwd10G,Powder,10,,340
may23,Accra,Food Enhancer Products,qty_BennyBeeforMeatPwd17G,Powder,17,39.0,816
may23,Accra,Food Enhancer Products,qty_BennyChickenPwd17G,Powder,17,39.0,2414
may23,Accra,Food Enhancer Products,qty_BennyShrimpPwd17G,Powder,17,,901
may23,Accra,Food Enhancer Products,qty_BigMamaseasoningpwd10g,Powder,10,40.0,400
may23,Accra,Food Enhancer Products,qty_FagdicSpicesPwd10G,Powder,10,566.0,9040
may23,Accra,Food Enhancer Products,qty_FagdicVegetableSeasoningPwd10G,Powder,10,242.0,3740
may23,Accra,Food Enhancer Products,qty_FaricitySeasoningpwd10g,Powder,10,233.0,15200
may23,Accra,Food Enhancer Products,qty_FrytolChickenSeasoningPwd10G,Powder,10,,500
may23,Accra,Food Enhancer Products,qty_GinoCurryPwd5G,Powder,5,1242.0,26320
may23,Accra,Food Enhancer Products,qty_GinoGingerGarlicPwd8G,Powder,8,,664
may23,Accra,Food Enhancer Products,qty_GoodTasteChickenSeasoningPwd17G,Powder,17,,1275
may23,Accra,Food Enhancer Products,qty_KitchenGloryBeefPwd10G,Powder,10,136.0,1480
may23,Accra,Food Enhancer Products,qty_KitchenGloryChickenPwd10G,Powder,10,177.0,2120
may23,Accra,Food Enhancer Products,qty_KitchenGloryFishPwd10G,Powder,10,88.0,960
may23,Accra,Food Enhancer Products,qty_KitchenGloryMixedPwd10G,Powder,10,30.0,480
may23,Accra,Food Enhancer Products,qty_KivoPepperSoupseasoningpwd6g,Powder,6,735.0,15828
may23,Accra,Food Enhancer Products,qty_LionAdoboSeasoningPwd10G,Powder,10,,1820
may23,Accra,Food Enhancer Products,qty_LionSpicesPwd5G,Powder,5,,625
may23,Accra,Food Enhancer Products,qty_MaggiMixPy6gsht,Powder,6,232.0,6702
may23,Accra,Food Enhancer Products,qty_MinazenChickenSeasoningpwd50g,Powder,50,35.0,15800
may23,Accra,Food Enhancer Products,qty_MinazenMixedSpicesFlavorPwd10G,Powder,10,399.0,15880
may23,Accra,Food Enhancer Products,qty_Minazenseasoningpwd10g,Powder,10,1280.0,26910
may23,Accra,Food Enhancer Products,qty_MortaseChickenSeasoningpwd10g,Powder,10,232.0,3630
may23,Accra,Food Enhancer Products,qty_MortaseGingerandGarlicSeasoningpwd10g,Powder,10,126.0,2440
may23,Accra,Food Enhancer Products,qty_MortaseJollofStewSeasoningpwd10g,Powder,10,154.0,2640
may23,Accra,Food Enhancer Products,qty_MortaseNoodlesNSpaghettiSeasoningpwd10g,Powder,10,262.0,5820
may23,Accra,Food Enhancer Products,qty_MortasePrawnsSeasoningpwd10g,Powder,10,57.0,1050
may23,Accra,Food Enhancer Products,qty_MortaseShrimpSeasoningpwd10g,Powder,10,88.0,1650
may23,Accra,Food Enhancer Products,qty_MortaseVegetableSeasoningpwd10g,Powder,10,37.0,1190
may23,Accra,Food Enhancer Products,qty_MrChefGingerOnionpwd8g,Powder,8,18.0,256
may23,Accra,Food Enhancer Products,qty_MrChefpwd5g,Powder,5,,430
may23,Accra,Food Enhancer Products,qty_Napaseasoningpwd10g,Powder,10,35.0,350
may23,Accra,Food Enhancer Products,qty_Onga3MixPwd10G,Powder,10,1854.0,41070
may23,Accra,Food Enhancer Products,qty_Onga3MixPwd50G,Powder,50,201.0,16000
may23,Accra,Food Enhancer Products,qty_OngaChickenPwd10G,Powder,10,1259.0,17180
may23,Accra,Food Enhancer Products,qty_OngaChickenPwd50G,Powder,50,53.0,3050
may23,Accra,Food Enhancer Products,qty_OngaClassicPwd10G,Powder,10,1893.0,42080
may23,Accra,Food Enhancer Products,qty_OngaClassicPwd50G,Powder,50,229.0,19600
may23,Accra,Food Enhancer Products,qty_OngaShrimpPwd10G,Powder,10,309.0,8350
may23,Accra,Food Enhancer Products,qty_OngaStewPwd10G,Powder,10,1715.0,66870
may23,Accra,Food Enhancer Products,qty_OngaStewPwd50G,Powder,50,252.0,40500
may23,Accra,Food Enhancer Products,qty_RemieBeefpwd10g,Powder,10,1333.0,44480
may23,Accra,Food Enhancer Products,qty_RemieChickenpwd10g,Powder,10,2121.0,63490
may23,Accra,Food Enhancer Products,qty_RemieCurrypwd10g,Powder,10,30.0,2590
may23,Accra,Food Enhancer Products,qty_RemieFishpwd10g,Powder,10,1715.0,34130
may23,Accra,Food Enhancer Products,qty_RemieGarlicandGingerpwd10g,Powder,10,808.0,19250
may23,Accra,Food Enhancer Products,qty_RemieGoatSeasoningPwd10G,Powder,10,1260.0,34490
may23,Accra,Food Enhancer Products,qty_RemieIndomiepwd10g,Powder,10,60.0,4380
may23,Accra,Food Enhancer Products,qty_RemieJollofpwd10g,Powder,10,1269.0,29740
may23,Accra,Food Enhancer Products,qty_Remieseasoningpwd100g,Powder,100,15.0,1500
may23,Accra,Food Enhancer Products,qty_Remieseasoningpwd50g,Powder,50,103.0,11100
may23,Accra,Food Enhancer Products,qty_RemieShitopwd10g,Powder,10,95.0,6720
may23,Accra,Food Enhancer Products,qty_RemieStewpwd10g,Powder,10,2063.0,43740
may23,Accra,Food Enhancer Products,qty_RoycoStewPwd6G,Powder,6,,0
may23,Accra,Food Enhancer Products,qty_SamuSeasoning10G,Powder,10,353.0,5580
may23,Accra,Food Enhancer Products,qty_SamuSeasoning50G,Powder,50,32.0,1600
may23,Accra,Food Enhancer Products,qty_SankofaNaturalSpicesPwd5G,Powder,5,977.0,25395
may23,Accra,Food Enhancer Products,qty_Sankofaseasoningpwd5g,Powder,5,32.0,1990
may23,Accra,Food Enhancer Products,qty_SankofaSpices10g,Powder,10,1049.0,17770
may23,Accra,Food Enhancer Products,qty_TasteGoodSpicesPwd10G,Powder,10,15.0,3640
may23,Accra,Food Enhancer Products,qty_Walmaseasoningpwd10g,Powder,10,,0
may23,Accra,Food Enhancer Products,qty_WofaChefBeefSeasoningPwd10G,Powder,10,134.0,1460
may23,Accra,Food Enhancer Products,qty_ZaikaChickenSeasoningPwd10G,Powder,10,,0
may23,Ashanti,Milk Products,qty_CBSweetmilk14G,Pwd Milk,14,73.0,18732
may23,Ashanti,Milk Products,qty_CBSweetmilk5G,Pwd Milk,5,17.0,2125
may23,Ashanti,Milk Products,qty_Cowbell12GSht,Pwd Milk,12,598.0,74112
may23,Ashanti,Milk Products,qty_Cowbell23G,Pwd Milk,23,334.0,207207
may23,Ashanti,Milk Products,qty_Cowbell360GSht,Pwd Milk,360,4.0,27720
may23,Ashanti,Milk Products,qty_Cowbell400GTin,Pwd Milk,400,16.0,42400
may23,Ashanti,Milk Products,qty_Cowbell400GTinForeign,Pwd Milk,400,,2000
may23,Ashanti,Milk Products,qty_Cowbell5G,Pwd Milk,5,79.0,1620
may23,Ashanti,Milk Products,qty_Miksi10GSht,Pwd Milk,10,94.0,14940
may23,Ashanti,Milk Products,qty_Miksi20G,Pwd Milk,20,11.0,14000
may23,Ashanti,Milk Products,qty_Miksi23GSht,Pwd Milk,23,18.0,18147
may23,Ashanti,Milk Products,qty_Miksi355GSht,Pwd Milk,355,,8520
may23,Ashanti,Milk Products,qty_Miksi400GTin,Pwd Milk,400,5.0,5200
may23,Ashanti,Milk Products,qty_Miksi5G,Pwd Milk,5,66.0,380
may23,Ashanti,Milk Products,qty_Idealdairydelight26G,Pwd Milk,26,2160.0,213642
may23,Ashanti,Milk Products,qty_DanoCoolCow12gsht,Pwd Milk,12,923.0,33360
may23,Ashanti,Milk Products,qty_DanoCoolCow23GSht,Pwd Milk,23,30.0,14835
may23,Ashanti,Milk Products,qty_DanoCoolCow360GSht,Pwd Milk,360,,18720
may23,Ashanti,Milk Products,qty_DanoCoolCow400GTin,Pwd Milk,400,20.0,14800
may23,Ashanti,Milk Products,qty_danohyemema13gsht,Pwd Milk,13,602.0,49725
may23,Ashanti,Milk Products,qty_NidoEssentia23G,Pwd Milk,23,4500.0,523434
may23,Ashanti,Milk Products,qty_NidoEssentia365GSht,Pwd Milk,365,124.0,262435
may23,Ashanti,Milk Products,qty_NidoEssentiaNPak14G,Pwd Milk,14,4922.0,312256
may23,Ashanti,Milk Products,qty_Nidofortified400GTin,Pwd Milk,400,41.0,59600
may23,Ashanti,Milk Products,qty_NidoPlusOne400GTin,Pwd Milk,400,49.0,86800
may23,Ashanti,Milk Products,qty_threecrowns12g,Pwd Milk,12,73.0,3708
may23,Ashanti,Milk Products,qty_ABCNonDairyCreamer20GSht,NDC Pwd,20,213.0,43400
may23,Ashanti,Milk Products,qty_Atona1KGSht,NDC Pwd,1000,,2000
may23,Ashanti,Milk Products,qty_Atona20G,NDC Pwd,20,105.0,38140
may23,Ashanti,Milk Products,qty_Atona250GSht,NDC Pwd,250,,1000
may23,Ashanti,Milk Products,qty_Atona40G,NDC Pwd,40,,27680
may23,Ashanti,Milk Products,qty_BalonaNonDairy20g,NDC Pwd,20,2079.0,186560
may23,Ashanti,Milk Products,qty_BalonaNonDiary250g,NDC Pwd,250,14.0,80500
may23,Ashanti,Milk Products,qty_BalonaNonDiary35g,NDC Pwd,35,16.0,38885
may23,Ashanti,Milk Products,qty_BestWayNonDairyCreamer20GSht,NDC Pwd,20,218.0,5900
may23,Ashanti,Milk Products,qty_easynondairy20gsht,NDC Pwd,20,,8040
may23,Ashanti,Milk Products,qty_easynondairy250gsht,NDC Pwd,250,30.0,138750
may23,Ashanti,Milk Products,qty_EnaPaNonDairy20G,NDC Pwd,20,92.0,15180
may23,Ashanti,Milk Products,qty_EnaPaNonDairy250GSht,NDC Pwd,250,,15250
may23,Ashanti,Milk Products,qty_EnaPaNonDairy40GSht,NDC Pwd,40,,400
may23,Ashanti,Milk Products,qty_GinnyMilkCreamer20GSht,NDC Pwd,20,,15240
may23,Ashanti,Milk Products,qty_GoldenNonDairyCreamer20GSht,NDC Pwd,20,306.0,6880
may23,Ashanti,Milk Products,qty_HaanoNonDairyCreamer20GSht,NDC Pwd,20,,2020
may23,Ashanti,Milk Products,qty_HaanoNonDairyCreamer250GSht,NDC Pwd,250,,750
may23,Ashanti,Milk Products,qty_HeavenNonDairy20G,NDC Pwd,20,,460
may23,Ashanti,Milk Products,qty_HnHNondairycreamer17G,NDC Pwd,17,347.0,36839
may23,Ashanti,Milk Products,qty_HnHNondairycreamer1KG,NDC Pwd,1000,5.0,5000
may23,Ashanti,Milk Products,qty_HnHNondairycreamer250G,NDC Pwd,250,3.0,200750
may23,Ashanti,Milk Products,qty_HnHNondairycreamer40G,NDC Pwd,40,,400
may23,Ashanti,Milk Products,qty_kivogoodtimenondairycreamer20g,NDC Pwd,20,638.0,55660
may23,Ashanti,Milk Products,qty_KremelaNonDairy10GSht,NDC Pwd,10,2513.0,80450
may23,Ashanti,Milk Products,qty_KremelaNonDairy20GSht,NDC Pwd,20,1744.0,245520
may23,Ashanti,Milk Products,qty_KremelaNonDairy250GSht,NDC Pwd,250,80.0,271250
may23,Ashanti,Milk Products,qty_KremelaNonDairy40gSht,NDC Pwd,40,54.0,15920
may23,Ashanti,Milk Products,qty_LadyNonDairy20GSht,NDC Pwd,20,363.0,17100
may23,Ashanti,Milk Products,qty_LadyNondairyCreamer250g,NDC Pwd,250,15.0,10000
may23,Ashanti,Milk Products,qty_MahiNonDairyCreamer15GSht,NDC Pwd,15,,135
may23,Ashanti,Milk Products,qty_MedasNonDairyCreamer20GSht,NDC Pwd,20,,2080
may23,Ashanti,Milk Products,qty_MedasNonDairyCreamer35GSht,NDC Pwd,35,,630
may23,Ashanti,Milk Products,qty_Milgro400GTin,NDC Pwd,400,,1200
may23,Ashanti,Milk Products,qty_MyLoveNonDairyCreamer20GSht,NDC Pwd,20,82.0,1840
may23,Ashanti,Milk Products,qty_OhemaaNondairy40g,NDC Pwd,40,,1600
may23,Ashanti,Milk Products,qty_OhemaNondairy20g,NDC Pwd,20,14.0,3480
may23,Ashanti,Milk Products,qty_OhemaNondiary15g,NDC Pwd,15,20.0,3765
may23,Ashanti,Milk Products,qty_OhemaNondiary250g,NDC Pwd,250,,23750
may23,Ashanti,Milk Products,qty_Peak20G,NDC Pwd,20,,18060
may23,Ashanti,Milk Products,qty_Peak400GSht,NDC Pwd,400,,800
may23,Ashanti,Milk Products,qty_Peak400GTin,NDC Pwd,400,2.0,2000
may23,Ashanti,Milk Products,qty_RemieNonDairy20GSht,NDC Pwd,20,,1640
may23,Ashanti,Milk Products,qty_TopNonDairyCreamer20GSht,NDC Pwd,20,13.0,30900
may23,Ashanti,Beverage Products,qty_BalonaChocolate35GSht,Cocoa,35,92.0,9415
