Month,Region,Product_Category,Product_Name,Product_Sub_Category,SKU,Quantity,Volume
dec23,Ashanti,Cereals Products,qty_YumVitaRice50gSht,Cereals Products,50,1379.0,286250
dec23,Ashanti,Cereals Products,qty_YumVitaWheat350gSht,Cereals Products,350,,14350
dec23,Ashanti,Cereals Products,qty_YumVitaWheat400gTin,Cereals Products,400,3.0,35600
dec23,Ashanti,Cereals Products,qty_YumVitaWheat50gSht,Cereals Products,50,2270.0,426350
dec23,Ashanti,Cereals Products,qty_YumVitaWheatCorn350gSht,Cereals Products,350,,3500
dec23,Ashanti,Cereals Products,qty_YumVitaWheatCorn400gTin,Cereals Products,400,11.0,14400
dec23,Ashanti,Cereals Products,qty_YumVitaWheatCorn50gSht,Cereals Products,50,1624.0,260650
dec23,Ashanti,Cereals Products,Ase,Cereals Products,,0.0,
dec23,Ashanti,Cereals Products,qty_As3Cereal40GSht,Cereals Products,40,,0
dec23,Ashanti,Cereals Products,Golden,Cereals Products,,0.0,
dec23,Ashanti,Cereals Products,qty_GoldenMornMaize50GSht,Cereals Products,50,,50
dec23,Ashanti,Cereals Products,Tomvita,Cereals Products,,31.0,
dec23,Ashanti,Cereals Products,qty_TomvitaMaize100GSht,Cereals Products,100,31.0,9200
dec23,Ashanti,Cereals Products,Bingo,Cereals Products,,0.0,
dec23,Ashanti,Cereals Products,qty_BingoCornPops40G,Cereals Products,40,,7440
dec23,Ashanti,Cereals Products,Kelloggs,Cereals Products,,144.0,
dec23,Ashanti,Cereals Products,qty_KelloggsCocoPops32G,Cereals Products,32,51.0,20640
dec23,Ashanti,Cereals Products,qty_KelloggsCornFlakes32G,Cereals Products,32,93.0,22400
dec23,Ashanti,Cereals Products,qty_Kelloggsgograin28G,Cereals Products,28,,3164
dec23,Ashanti,Cereals Products,qty_KelloggsRiceKrispies500G,Cereals Products,500,,17000
dec23,Ashanti,Cereals Products,MrKanny,Cereals Products,,0.0,
dec23,Ashanti,Cereals Products,qty_MrKannyCornFlakes500g,Cereals Products,500,,5500
dec23,Ashanti,,Q8D. Food Enhancer Products (Quantity),,,12068.0,2336308
dec23,Ashanti,,TABLETS,,,,
dec23,Ashanti,,Gino,,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_GinoShrimpspiceTab10G,Tablets,10,,860
dec23,Ashanti,Food Enhancer Products ,qty_GinoShrimpTab10G,Tablets,10,,61020
dec23,Ashanti,Food Enhancer Products ,Lele,Tablets,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_LeleChickenFlavorCubeTab10G,Tablets,10,,0
dec23,Ashanti,Food Enhancer Products ,Maggi,Tablets,,2228.0,
dec23,Ashanti,Food Enhancer Products ,qty_MaggiChickenTab10G,Tablets,10,30.0,9780
dec23,Ashanti,Food Enhancer Products ,qty_MaggiDedeedeTab10G,Tablets,10,264.0,233350
dec23,Ashanti,Food Enhancer Products ,qty_MaggiGoldenBeefTab10G,Tablets,10,,90
dec23,Ashanti,Food Enhancer Products ,qty_MaggiOnionTab10G,Tablets,10,45.0,450
dec23,Ashanti,Food Enhancer Products ,qty_MaggiShrimpstarorCube4G,Tablets,4,,820
dec23,Ashanti,Food Enhancer Products ,qty_MaggiShrimpTab10G,Tablets,10,1889.0,935370
dec23,Ashanti,Food Enhancer Products ,MrChef,Tablets,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_MrChefshrimptab12g,Tablets,12,,177168
dec23,Ashanti,Food Enhancer Products ,Onga,Tablets,,2348.0,
dec23,Ashanti,Food Enhancer Products ,qty_OngaBeefTab11G,Tablets,11,85.0,4994
dec23,Ashanti,Food Enhancer Products ,qty_OngaChickenTab11G,Tablets,11,,2101
dec23,Ashanti,Food Enhancer Products ,qty_OngaShrimpTab11G,Tablets,11,2233.0,905113
dec23,Ashanti,Food Enhancer Products ,qty_OngaStewTab11G,Tablets,11,30.0,5192
dec23,Ashanti,Food Enhancer Products ,POWDERS,Powder,,,1004387
dec23,Ashanti,Food Enhancer Products ,Adja,Powder,,215.0,
dec23,Ashanti,Food Enhancer Products ,qty_AdjaSeasoningPwd15G,Powder,15,202.0,24585
dec23,Ashanti,Food Enhancer Products ,qty_AdjaSeasoningPwd75G,Powder,75,13.0,69225
dec23,Ashanti,Food Enhancer Products ,Aromate,Powder,,49.0,
dec23,Ashanti,Food Enhancer Products ,qty_AromateSpices10G,Powder,10,49.0,1700
dec23,Ashanti,Food Enhancer Products ,Ayekoo,Powder,,329.0,
dec23,Ashanti,Food Enhancer Products ,qty_ayekoobeefseasoningpwd10g,Powder,10,0.0,4360
dec23,Ashanti,Food Enhancer Products ,qty_ayekoochickenseasoningpwd10g,Powder,10,173.0,5260
dec23,Ashanti,Food Enhancer Products ,qty_ayekoojollofseasoningpwd10g,Powder,10,24.0,19360
dec23,Ashanti,Food Enhancer Products ,qty_ayekoostewseasoningpwd10g,Powder,10,132.0,12310
dec23,Ashanti,Food Enhancer Products ,Benny,Powder,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_BennyBeeforMeatPwd17G,Powder,17,,306
dec23,Ashanti,Food Enhancer Products ,qty_BennyChickenPwd17G,Powder,17,,153
dec23,Ashanti,Food Enhancer Products ,BigMama,Powder,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_BigMamaseasoningpwd10g,Powder,10,,2770
dec23,Ashanti,Food Enhancer Products ,Fagdic,Powder,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_FagdicSpicesPwd10G,Powder,10,,500
dec23,Ashanti,Food Enhancer Products ,qty_FagdicVegetableSeasoningPwd10G,Powder,10,,70
dec23,Ashanti,Food Enhancer Products ,Faricity,Powder,,228.0,
dec23,Ashanti,Food Enhancer Products ,qty_FaricitySeasoningpwd10g,Powder,10,228.0,7070
dec23,Ashanti,Food Enhancer Products ,FungYues,Powder,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_FungYueseasoningpwd10g,Powder,10,,180
dec23,Ashanti,Food Enhancer Products ,Gino,Powder,,455.0,
dec23,Ashanti,Food Enhancer Products ,qty_GinoCurryPwd5G,Powder,5,455.0,34005
dec23,Ashanti,Food Enhancer Products ,qty_GinoPeppeOnionPwd8G,Powder,8,,304
dec23,Ashanti,Food Enhancer Products ,GoodTaste,Powder,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_GoodTasteChickenSeasoningPwd17G,Powder,17,,408
dec23,Ashanti,Food Enhancer Products ,qty_GoodTasteFishSeasoningPwd17G,Powder,17,,408
dec23,Ashanti,Food Enhancer Products ,KitchenGlory,Powder,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_KitchenGloryBeefPwd10G,Powder,10,,300
dec23,Ashanti,Food Enhancer Products ,qty_KitchenGloryChickenPwd10G,Powder,10,,420
dec23,Ashanti,Food Enhancer Products ,qty_KitchenGloryMixedPwd10G,Powder,10,,320
dec23,Ashanti,Food Enhancer Products ,Kivo,Powder,,527.0,
dec23,Ashanti,Food Enhancer Products ,qty_KivoPepperSoupseasoningpwd6g,Powder,6,527.0,39558
dec23,Ashanti,Food Enhancer Products ,Larso,Powder,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_LarsoSeasoningPwd10G,Powder,10,,390
dec23,Ashanti,Food Enhancer Products ,Lion,Powder,,110.0,
dec23,Ashanti,Food Enhancer Products ,qty_LionAdoboSeasoningPwd10G,Powder,10,15.0,2020
dec23,Ashanti,Food Enhancer Products ,qty_LionSpicesPwd5G,Powder,5,95.0,505
dec23,Ashanti,Food Enhancer Products ,Maggi,Powder,,50.0,
dec23,Ashanti,Food Enhancer Products ,qty_MaggiMixPy6gsht,Powder,6,50.0,3738
dec23,Ashanti,Food Enhancer Products ,qty_MaggiSignatureChickenPwd8G,Powder,8,,0
dec23,Ashanti,Food Enhancer Products ,Minazen,Powder,,449.0,
dec23,Ashanti,Food Enhancer Products ,qty_MinazenBeefFlavourpwd10g,Powder,10,49.0,3160
dec23,Ashanti,Food Enhancer Products ,qty_MinazenChickenseasoningpwd10g,Powder,10,94.0,9090
dec23,Ashanti,Food Enhancer Products ,qty_MinazenChickenSeasoningpwd50g,Powder,50,21.0,11950
dec23,Ashanti,Food Enhancer Products ,qty_MinazenFishFlavourpwd10g,Powder,10,45.0,1720
dec23,Ashanti,Food Enhancer Products ,qty_MinazenFriedRiceFlavourpwd10g,Powder,10,22.0,2700
dec23,Ashanti,Food Enhancer Products ,qty_MinazenJollofRiceFlavourpwd10g,Powder,10,40.0,13290
dec23,Ashanti,Food Enhancer Products ,qty_MinazenMixedSpicesFlavorPwd10G,Powder,10,,1750
dec23,Ashanti,Food Enhancer Products ,qty_MinazenNoodlesSpaghettipwd10g,Powder,10,77.0,11610
dec23,Ashanti,Food Enhancer Products ,qty_Minazenseasoningpwd10g,Powder,10,101.0,9110
dec23,Ashanti,Food Enhancer Products ,qty_MinazenSeasoningpwd50g,Powder,50,,2500
dec23,Ashanti,Food Enhancer Products ,Mortase,Powder,,117.0,
dec23,Ashanti,Food Enhancer Products ,qty_MortaseChickenSeasoningpwd10g,Powder,10,17.0,800
dec23,Ashanti,Food Enhancer Products ,qty_MortaseGingerandGarlicSeasoningpwd10g,Powder,10,,310
dec23,Ashanti,Food Enhancer Products ,qty_MortaseJollofStewSeasoningpwd10g,Powder,10,,300
dec23,Ashanti,Food Enhancer Products ,qty_MortaseNoodlesNSpaghettiSeasoningpwd10g,Powder,10,37.0,6880
dec23,Ashanti,Food Enhancer Products ,qty_MortaseShrimpSeasoningpwd10g,Powder,10,63.0,630
dec23,Ashanti,Food Enhancer Products ,qty_MortaseVegetableSeasoningpwd10g,Powder,10,,260
dec23,Ashanti,Food Enhancer Products ,MrChef,Powder,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_MrChefGingerOnionpwd8g,Powder,8,,72
dec23,Ashanti,Food Enhancer Products ,qty_MrChefpwd5g,Powder,5,,4290
dec23,Ashanti,Food Enhancer Products ,Onga,Powder,,1198.0,
dec23,Ashanti,Food Enhancer Products ,qty_Onga3MixPwd10G,Powder,10,334.0,46650
dec23,Ashanti,Food Enhancer Products ,qty_Onga3MixPwd50G,Powder,50,10.0,23350
dec23,Ashanti,Food Enhancer Products ,qty_OngaChickenPwd10G,Powder,10,10.0,4350
dec23,Ashanti,Food Enhancer Products ,qty_OngaChickenPwd50G,Powder,50,19.0,11150
dec23,Ashanti,Food Enhancer Products ,qty_OngaClassicPwd10G,Powder,10,321.0,38660
dec23,Ashanti,Food Enhancer Products ,qty_OngaClassicPwd50G,Powder,50,,24400
dec23,Ashanti,Food Enhancer Products ,qty_OngaShrimpPwd10G,Powder,10,14.0,4620
dec23,Ashanti,Food Enhancer Products ,qty_OngaStewPwd10G,Powder,10,468.0,75120
dec23,Ashanti,Food Enhancer Products ,qty_OngaStewPwd50G,Powder,50,22.0,38450
dec23,Ashanti,Food Enhancer Products ,Remie,Powder,,2874.0,
dec23,Ashanti,Food Enhancer Products ,qty_RemieBeefpwd10g,Powder,10,421.0,47800
dec23,Ashanti,Food Enhancer Products ,qty_RemieChickenpwd10g,Powder,10,638.0,66000
dec23,Ashanti,Food Enhancer Products ,qty_RemieCurrypwd10g,Powder,10,34.0,620
dec23,Ashanti,Food Enhancer Products ,qty_RemieFishpwd10g,Powder,10,279.0,33510
dec23,Ashanti,Food Enhancer Products ,qty_RemieGarlicandGingerpwd10g,Powder,10,130.0,28910
dec23,Ashanti,Food Enhancer Products ,qty_RemieGoatSeasoningPwd10G,Powder,10,471.0,39730
dec23,Ashanti,Food Enhancer Products ,qty_RemieIndomiepwd10g,Powder,10,49.0,3060
dec23,Ashanti,Food Enhancer Products ,qty_RemieJollofpwd10g,Powder,10,220.0,38930
dec23,Ashanti,Food Enhancer Products ,qty_Remieseasoningpwd50g,Powder,50,62.0,9300
dec23,Ashanti,Food Enhancer Products ,qty_RemieShitopwd10g,Powder,10,52.0,5580
dec23,Ashanti,Food Enhancer Products ,qty_RemieStewpwd10g,Powder,10,518.0,55900
dec23,Ashanti,Food Enhancer Products ,Samu,Powder,,5.0,
dec23,Ashanti,Food Enhancer Products ,qty_SamuSeasoning10G,Powder,10,5.0,450
dec23,Ashanti,Food Enhancer Products ,qty_SamuSeasoning50G,Powder,50,,250
dec23,Ashanti,Food Enhancer Products ,Sankofa,Powder,,886.0,
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesChickenBeefPwd25g,Powder,25,,1100
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesChickenBeefPwd5g,Powder,5,42.0,7480
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesCurryPwd5g,Powder,5,8.0,2885
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesFishPwd25g,Powder,25,,250
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesFishPwd5g,Powder,5,,2660
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesGingerGarlicPwd25g,Powder,25,4.0,850
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesGingerGarlicPwd5g,Powder,5,139.0,11845
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesJollofRicePwd25g,Powder,25,,825
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesJollofRicePwd5g,Powder,5,58.0,5775
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesNoodlesSpaghettiPwd25g,Powder,25,,775
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesNoodlesSpaghettiPwd5g,Powder,5,,3040
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesPwd5G,Powder,5,125.0,905
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesSoupPwd25g,Powder,25,9.0,6925
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesSoupPwd5g,Powder,5,188.0,17135
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesStewGravyPwd25g,Powder,25,13.0,8600
dec23,Ashanti,Food Enhancer Products ,qty_SankofaNaturalSpicesStewGravyPwd5g,Powder,5,270.0,24485
dec23,Ashanti,Food Enhancer Products ,qty_Sankofaseasoningpwd5g,Powder,5,15.0,75
dec23,Ashanti,Food Enhancer Products ,qty_SankofaSpices10g,Powder,10,15.0,250
dec23,Ashanti,Food Enhancer Products ,TasteGood,Powder,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_TasteGoodSpicesPwd10G,Powder,10,,970
dec23,Ashanti,Food Enhancer Products ,Walma,Powder,,0.0,
dec23,Ashanti,Food Enhancer Products ,qty_Walmaseasoningpwd10g,Powder,10,,120
dec23,Ashanti,,Grand Total,,,81925.0,
dec23,Eastern,,Q8A. Milk Products (Quantity),,SKU,7861.0,Volume Qtn - Grams 
dec23,Eastern,,Milk Pwd,,,,1670234
dec23,Eastern,,Cowbell,,,2195.0,
dec23,Eastern,Milk Products ,qty_CBSweetmilk14G,Milk Pwd,14,,1904
dec23,Eastern,Milk Products ,qty_Cowbell12GSht,Milk Pwd,12,116.0,12264
dec23,Eastern,Milk Products ,qty_Cowbell23G,Milk Pwd,23,323.0,45977
dec23,Eastern,Milk Products ,qty_Cowbell360GSht,Milk Pwd,360,,14040
dec23,Eastern,Milk Products ,qty_Cowbell400GTin,Milk Pwd,400,,46400
dec23,Eastern,Milk Products ,qty_Cowbell5G,Milk Pwd,5,,180
dec23,Eastern,Milk Products ,qty_Cowbellpremium26g,Milk Pwd,26,162.0,53326
dec23,Eastern,Milk Products ,qty_Cowbellpremium360gsht,Milk Pwd,360,,2160
dec23,Eastern,Milk Products ,qty_Cowbellvitarich14g,Milk Pwd,14,786.0,117824
dec23,Eastern,Milk Products ,qty_Cowbellvitarich26g,Milk Pwd,26,808.0,137072
dec23,Eastern,Milk Products ,qty_Cowbellvitarich400gsht,Milk Pwd,400,,15200
dec23,Eastern,Milk Products ,qty_Cowbellvitarich400gtin,Milk Pwd,400,,11200
dec23,Eastern,Milk Products ,Dano,Milk Pwd,,543.0,
dec23,Eastern,Milk Products ,qty_DanoCoolCow12gsht,Milk Pwd,12,244.0,21264
dec23,Eastern,Milk Products ,qty_DanoCoolCow23GSht,Milk Pwd,23,79.0,10603
dec23,Eastern,Milk Products ,qty_DanoCoolCow360GSht,Milk Pwd,360,,6120
dec23,Eastern,Milk Products ,qty_DanoCoolCow400GTin,Milk Pwd,400,,12800
dec23,Eastern,Milk Products ,qty_danohyemema13gsht,Milk Pwd,13,220.0,29211
dec23,Eastern,Milk Products ,Ginny ,Milk Pwd,,0.0,
dec23,Eastern,Milk Products ,qty_GinnyMilkCreamer20GSht,Milk Pwd,20,,3900
dec23,Eastern,Milk Products ,Ideal,Milk Pwd,,21.0,
dec23,Eastern,Milk Products ,qty_Idealdairydelight20G,Milk Pwd,20,21.0,67720
dec23,Eastern,Milk Products ,qty_Idealdairydelight26G,Milk Pwd,26,,4186
dec23,Eastern,Milk Products ,Miksi,Milk Pwd,,25.0,
dec23,Eastern,Milk Products ,qty_Miksi10GSht,Milk Pwd,10,15.0,1290
dec23,Eastern,Milk Products ,qty_Miksi20G,Milk Pwd,20,,1840
dec23,Eastern,Milk Products ,qty_Miksi23GSht,Milk Pwd,23,10.0,966
dec23,Eastern,Milk Products ,qty_Miksi400GTin,Milk Pwd,20,,100
dec23,Eastern,Milk Products ,Nido,Milk Pwd,,2513.0,
dec23,Eastern,Milk Products ,qty_NidoEssentia23G,Milk Pwd,23,1324.0,392840
dec23,Eastern,Milk Products ,qty_NidoEssentia350GSht,Milk Pwd,350,,73850
dec23,Eastern,Milk Products ,qty_NidoEssentia365GSht,Milk Pwd,365,,135415
dec23,Eastern,Milk Products ,qty_NidoEssentiaNPak14G,Milk Pwd,14,1189.0,269458
dec23,Eastern,Milk Products ,qty_Nidofortified400GTin,Milk Pwd,400,,50400
dec23,Eastern,Milk Products ,qty_NidoPlusOne400GTin,Milk Pwd,400,,116800
dec23,Eastern,Milk Products ,Peak,Milk Pwd,,0.0,
dec23,Eastern,Milk Products ,qty_Peak20G,Milk Pwd,20,,3720
dec23,Eastern,Milk Products ,qty_Peak400GTin,Milk Pwd,400,,10000
dec23,Eastern,Milk Products ,ThreeCrown,Milk Pwd,,0.0,
dec23,Eastern,Milk Products ,qty_threecrowns12g,Milk Pwd,12,,204
dec23,Eastern,Milk Products ,Ndc Pwd,Ndc Pwd,,,1199887
dec23,Eastern,Milk Products ,Abc,Ndc Pwd,,0.0,
dec23,Eastern,Milk Products ,qty_ABCNonDairyCreamer20GSht,Ndc Pwd,20,,7120
dec23,Eastern,Milk Products ,Atona,Ndc Pwd,,81.0,
dec23,Eastern,Milk Products ,qty_Atona20G,Ndc Pwd,20,17.0,18180
dec23,Eastern,Milk Products ,qty_Atona250GSht,Ndc Pwd,250,,7500
dec23,Eastern,Milk Products ,qty_Atona40G,Ndc Pwd,40,64.0,26360
dec23,Eastern,Milk Products ,Balona,Ndc Pwd,,906.0,
dec23,Eastern,Milk Products ,qty_BalonaNonDairy20g,Ndc Pwd,20,795.0,164120
dec23,Eastern,Milk Products ,qty_BalonaNonDiary250g,Ndc Pwd,250,,67000
dec23,Eastern,Milk Products ,qty_BalonaNonDiary35g,Ndc Pwd,35,111.0,37485
dec23,Eastern,Milk Products ,Easy,Ndc Pwd,,0.0,
dec23,Eastern,Milk Products ,qty_easynondairy250gsht,Ndc Pwd,250,,142250
dec23,Eastern,Milk Products ,Enapa,Ndc Pwd,,129.0,
dec23,Eastern,Milk Products ,qty_EnaPaNonDairy20G,Ndc Pwd,20,129.0,6300
dec23,Eastern,Milk Products ,qty_EnaPaNonDairy250GSht,Ndc Pwd,250,,2000
dec23,Eastern,Milk Products ,Golden,Ndc Pwd,,10.0,
dec23,Eastern,Milk Products ,qty_GoldenNonDairyCreamer20GSht,Ndc Pwd,20,10.0,14720
dec23,Eastern,Milk Products ,Haano,Ndc Pwd,,0.0,
dec23,Eastern,Milk Products ,qty_HaanoNonDairyCreamer20GSht,Ndc Pwd,20,,0
dec23,Eastern,Milk Products ,qty_HaanoNonDairyCreamer250GSht,Ndc Pwd,250,,1000
dec23,Eastern,Milk Products ,HnH,Ndc Pwd,,90.0,
dec23,Eastern,Milk Products ,qty_HnHNondairycreamer17G,Ndc Pwd,17,90.0,50592
dec23,Eastern,Milk Products ,qty_HnHNondairycreamer250G,Ndc Pwd,250,,130750
dec23,Eastern,Milk Products ,Kivo,Ndc Pwd,,207.0,
dec23,Eastern,Milk Products ,qty_kivogoodtimenondairycreamer20g,Ndc Pwd,20,207.0,61040
dec23,Eastern,Milk Products ,Kremela,Ndc Pwd,,754.0,
dec23,Eastern,Milk Products ,qty_KremelaNonDairy10GSht,Ndc Pwd,10,537.0,74690
dec23,Eastern,Milk Products ,qty_KremelaNonDairy20GSht,Ndc Pwd,20,217.0,200500
dec23,Eastern,Milk Products ,qty_KremelaNonDairy250GSht,Ndc Pwd,250,,144000
dec23,Eastern,Milk Products ,qty_KremelaNonDairy40gSht,Ndc Pwd,40,,3120
dec23,Eastern,Milk Products ,Lady,Ndc Pwd,,193.0,
dec23,Eastern,Milk Products ,qty_LadyNonDairy20GSht,Ndc Pwd,20,193.0,9660
dec23,Eastern,Milk Products ,qty_LadyNondairyCreamer250g,Ndc Pwd,250,,1750
dec23,Eastern,Milk Products ,Lele,Ndc Pwd,,34.0,
dec23,Eastern,Milk Products ,qty_lelenondairycreamer15g,Ndc Pwd,15,34.0,13155
dec23,Eastern,Milk Products ,Medas,Ndc Pwd,,15.0,
dec23,Eastern,Milk Products ,qty_MedasNonDairyCreamer20GSht,Ndc Pwd,20,15.0,1060
dec23,Eastern,Milk Products ,MyLove,Ndc Pwd,,0.0,
dec23,Eastern,Milk Products ,qty_MyLoveNonDairyCreamer20GSht,Ndc Pwd,20,,300
dec23,Eastern,Milk Products ,Ohema,Ndc Pwd,,86.0,
dec23,Eastern,Milk Products ,qty_OhemaaNondairy40g,Ndc Pwd,40,,4600
dec23,Eastern,Milk Products ,qty_OhemaNondairy20g,Ndc Pwd,20,,540
dec23,Eastern,Milk Products ,qty_OhemaNondiary15g,Ndc Pwd,15,86.0,3375
dec23,Eastern,Milk Products ,Top,Ndc Pwd,,59.0,
dec23,Eastern,Milk Products ,qty_TopNonDairyCreamer20GSht,Ndc Pwd,20,59.0,6720
dec23,Eastern,,Q8B. Beverage Products (Quantity),,,13484.0,1257088
dec23,Eastern,,COFFEE,,,,
dec23,Eastern,,Cowbell,,,2400.0,
dec23,Eastern,Beverage Products ,qty_CBCoffee35G,Coffee,35,2400.0,795270
dec23,Eastern,Beverage Products ,qty_CBCoffee400GTin,Coffee,400,,8400
dec23,Eastern,Beverage Products ,,Coffee,,,
dec23,Eastern,Beverage Products ,,Coffee,,,
dec23,Eastern,Beverage Products ,Balona,Coffee,,0.0,
dec23,Eastern,Beverage Products ,qty_BalonaCoffee35GSht,Coffee,35,,770
dec23,Eastern,Beverage Products ,Dano,Coffee,,60.0,
dec23,Eastern,Beverage Products ,qty_DanoCoffee40GSht,Coffee,40,60.0,14080
dec23,Eastern,Beverage Products ,Ideal,Coffee,,0.0,
dec23,Eastern,Beverage Products ,qty_IdealmilkyCoffee37gsht,Coffee,37,,703
dec23,Eastern,Beverage Products ,Miksi,Coffee,,163.0,
dec23,Eastern,Beverage Products ,qty_MiksiCoffee35g,Coffee,35,163.0,113575
dec23,Eastern,Beverage Products ,qty_MiksiCoffee40G,Coffee,40,,11960
dec23,Eastern,Beverage Products ,Nescafe,Coffee,,350.0,
dec23,Eastern,Beverage Products ,qty_NescafeOriginal3in140G,Coffee,40,346.0,288520
dec23,Eastern,Beverage Products ,qty_NescafeSweetCreamy30GSht,Coffee,30,4.0,12900
dec23,Eastern,Beverage Products ,Syycafe,Coffee,,0.0,
dec23,Eastern,Beverage Products ,qty_SyycafeCoffee36GSht,Coffee,36,,2880
dec23,Eastern,Beverage Products ,Top,Coffee,,0.0,
dec23,Eastern,Beverage Products ,qty_TopCafe30g,Coffee,30,,6450
dec23,Eastern,Beverage Products ,qty_TopCappucinno30g,Coffee,30,,660
dec23,Eastern,Beverage Products ,Viva,Coffee,,13.0,
dec23,Eastern,Beverage Products ,qty_VivaCafe40G,Coffee,40,13.0,920
dec23,Eastern,Beverage Products ,COCOA,Cocoa,,,6436115
dec23,Eastern,Beverage Products ,Balona,Cocoa,,0.0,
dec23,Eastern,Beverage Products ,qty_BalonaChocolate35GSht,Cocoa,35,,3290
dec23,Eastern,Beverage Products ,Cadbury,Cocoa,,71.0,
dec23,Eastern,Beverage Products ,qty_CadburyHotChocodrink30G,Cocoa,30,71.0,179160
dec23,Eastern,Beverage Products ,Cowbell,Cocoa,,0.0,
dec23,Eastern,Beverage Products ,qty_CBChocomalt35g,Cocoa,35,193.0,41335
dec23,Eastern,Beverage Products ,qty_CBChocomalt40G,Cocoa,40,,32800
dec23,Eastern,Beverage Products ,,Cocoa,,,
dec23,Eastern,Beverage Products ,,Cocoa,,,
dec23,Eastern,Beverage Products ,Chocolim,Cocoa,,0.0,
dec23,Eastern,Beverage Products ,qty_Chocolim1KgSht,Cocoa,1000,,240000
dec23,Eastern,Beverage Products ,qty_Chocolim500GSht,Cocoa,500,,421000
dec23,Eastern,Beverage Products ,Dano,Cocoa,,55.0,
dec23,Eastern,Beverage Products ,qty_DanoChoco40g,Cocoa,40,55.0,13440
dec23,Eastern,Beverage Products ,HnH,Cocoa,,0.0,
dec23,Eastern,Beverage Products ,qty_HnHChocolateDrink17GSht,Cocoa,17,,56882
dec23,Eastern,Beverage Products ,Ideal,Cocoa,,15.0,
dec23,Eastern,Beverage Products ,qty_Idealmilkychoco37gsht,Cocoa,37,15.0,8288
dec23,Eastern,Beverage Products ,Miksi,Cocoa,,1838.0,
dec23,Eastern,Beverage Products ,qty_MiksiChoco35g,Cocoa,35,1838.0,314790
dec23,Eastern,Beverage Products ,qty_MiksiChoco40G,Cocoa,40,,224800
dec23,Eastern,Beverage Products ,Milo,Cocoa,,5039.0,
dec23,Eastern,Beverage Products ,qty_Milo200GSht,Cocoa,200,,0
dec23,Eastern,Beverage Products ,qty_Milo20G,Cocoa,20,2718.0,585480
dec23,Eastern,Beverage Products ,qty_Milo400GSht,Cocoa,400,,347200
dec23,Eastern,Beverage Products ,qty_Milo400GTin,Cocoa,400,14.0,1839200
dec23,Eastern,Beverage Products ,qty_Milo800GSht,Cocoa,800,,310400
dec23,Eastern,Beverage Products ,qty_Milo80GSht,Cocoa,80,,0
dec23,Eastern,Beverage Products ,qty_MiloAllIn1NutriMix1KGSht,Cocoa,1000,32.0,42000
dec23,Eastern,Beverage Products ,qty_MiloAllIn1NutriMix37GSht,Cocoa,37,2275.0,717615
dec23,Eastern,Beverage Products ,Omega,Cocoa,,119.0,
dec23,Eastern,Beverage Products ,qty_OmegaChocolateMix40GSht,Cocoa,40,119.0,165520
dec23,Eastern,Beverage Products ,Ovaltine,Cocoa,,0.0,
dec23,Eastern,Beverage Products ,qty_Ovaltine18G,Cocoa,18,,2070
dec23,Eastern,Beverage Products ,qty_Ovaltine400GTin,Cocoa,400,,4800
dec23,Eastern,Beverage Products ,qty_Ovaltine900GTin,Cocoa,900,,900
dec23,Eastern,Beverage Products ,Peak,Cocoa,,0.0,
dec23,Eastern,Beverage Products ,qty_PeakChoco25G,Cocoa,25,,1725
dec23,Eastern,Beverage Products ,Richoco,Cocoa,,332.0,
dec23,Eastern,Beverage Products ,qty_Richoco1KgSht,Cocoa,1000,,18000
dec23,Eastern,Beverage Products ,qty_Richoco20G,Cocoa,20,332.0,77340
dec23,Eastern,Beverage Products ,qty_Richoco500GSht,Cocoa,500,,45000
dec23,Eastern,Beverage Products ,ThisWay,Cocoa,,1561.0,
